Start_Shift,Machine_ID,Shift,DayOfWeek,Is_Weekend,fault_severity,has_fault,Duration_stopped_min,Is_Running,Efficiency_prod_P,Natural_ends_down,Production_kg,Mean_Stop_Time_min,Doff_Time_min,Doffings,Spindle_speed,Prod_Efficiency_Product,Endsdown_Rolling_7
2025-09-09 06:00:00,MC856,1,2,0,0,0,30.25,0,93.04203125,265.0,224.64180427885057,15.933333333333334,16.616666666666667,3,13668.0,2612.64122170214,265.0
2025-09-09 06:00:00,MC857,1,2,0,1,1,229.1,0,52.270830078125,0.0,162.73621875,0.0,22.416666666666668,2,14671.0,1063.2946547219924,0.0
2025-09-09 06:00:00,MC858,1,2,0,1,1,170.05,0,62.183720703125,155.0,184.3331624352884,1.4377777777777778,1.0075,3,14451.0,1432.8152361395437,155.0
2025-09-09 06:00:00,MC859,1,2,0,1,1,61.78333333333333,0,81.20373046875,484.0,149.6693508491993,1.3833333333333333,23.15,2,12552.0,1519.2137032128412,484.0
2025-09-09 06:00:00,MC860,1,2,0,0,0,57.95,0,85.553056640625,489.0,149.24286472779036,36.48333333333333,7.8,2,12552.0,1596.0229073966104,489.0
2025-09-09 06:00:00,MC861,1,2,0,1,1,65.76666666666667,0,82.674072265625,292.0,142.76330507904768,1.330833333333333,11.3,2,12545.0,1475.3529751123476,292.0
2025-09-09 06:00:00,MC862,1,2,0,0,0,49.63333333333333,0,87.05958984375,234.0,178.55809750654697,1.1902777777777778,39.03333333333333,2,13545.0,1943.1493415108991,234.0
2025-09-09 06:00:00,MC863,1,2,0,1,1,330.5833333333333,0,30.66154541015625,120.0,61.666786875,25.98333333333333,4.266666666666667,1,13536.0,236.3498732565604,120.0
2025-09-09 06:00:00,MC864,1,2,0,1,1,180.63333333333333,0,60.060439453125,155.0,142.81249826011896,1.3094444444444444,1.238611111111111,2,13541.0,1072.1726756048731,155.0
2025-09-09 06:00:00,MC865,1,2,0,1,1,63.2,0,80.6681689453125,171.0,167.3915193743992,2.815833333333333,50.71666666666667,2,13536.0,1687.8959206010416,171.0
2025-09-09 06:00:00,MC866,1,2,0,1,1,275.25,0,40.6940625,233.0,169.436096897552,48.75,2.310555555555556,2,14936.0,861.8803896068583,233.0
2025-09-09 06:00:00,MC867,1,2,0,1,1,198.2333333333333,0,55.6667529296875,321.0,215.79357314157843,54.25,28.58333333333333,3,14941.0,1503.131702169764,321.0
2025-09-09 06:00:00,MC868,1,2,0,2,1,480.0,0,0.0,316.0,0.0,0.0,0.0,0,0.0,0.0,316.0
2025-09-09 06:00:00,MC869,1,2,0,1,1,207.01666666666668,0,53.8004638671875,317.0,204.22880308083057,1.005,18.916666666666668,3,14877.0,1373.450542588654,317.0
2025-09-09 06:00:00,MC871,1,2,0,0,0,32.36666666666667,0,91.298544921875,334.0,188.8583269591892,37.11666666666667,17.15,3,16326.0,2155.3113059535294,334.0
2025-09-09 06:00:00,MC872,1,2,0,1,1,101.31666666666666,0,76.6833740234375,419.0,150.45016477636335,37.81666666666667,19.866666666666667,3,14459.0,1442.128282168716,419.0
2025-09-09 06:00:00,MC873,1,2,0,0,0,45.21666666666667,0,87.59072265625,386.0,223.4571028541613,46.516666666666666,24.33333333333333,3,16058.0,2446.5961401906948,386.0
2025-09-09 06:00:00,MC874,1,2,0,1,1,238.1,0,47.9768310546875,277.0,103.2462635028088,52.4,10.916666666666666,2,16983.0,619.1785676332456,277.0
2025-09-09 06:00:00,MC875,1,2,0,2,1,480.0,0,0.0,287.0,0.0,0.0,0.0,0,0.0,0.0,287.0
2025-09-09 06:00:00,MC877,1,2,0,2,1,480.0,0,0.0,248.0,0.0,0.0,0.0,0,17287.0,0.0,248.0
2025-09-09 06:00:00,MC878,1,2,0,1,1,149.23333333333332,0,68.0828076171875,261.0,146.30657970665217,21.416666666666668,13.2,2,17223.0,1245.1203399030287,261.0
2025-09-09 06:00:00,MC879,1,2,0,1,1,104.38333333333334,0,75.98412109375,433.0,162.26757007504463,36.56666666666667,28.58333333333333,3,16382.0,1541.2198367601309,433.0
2025-09-09 06:00:00,MC880,1,2,0,1,1,342.93333333333334,0,25.7,138.0,62.0560265625,1.2691666666666668,4.2,2,17003.0,199.35498533058075,138.0
2025-09-09 06:00:00,MC881,1,2,0,2,1,480.0,0,0.0,0.0,0.0,0.0,0.0,0,16342.0,0.0,0.0
2025-09-09 06:00:00,MC882,1,2,0,2,1,480.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2025-09-09 14:00:00,MC851,2,2,0,1,1,266.5,0,40.5205224609375,54.0,285.6230637472081,52.8,48.45,4,8644.0,1446.699471262369,54.0
2025-09-09 14:00:00,MC852,2,2,0,1,1,452.45,0,5.739583492279053,0.0,10.71,0.0,0.0,0,13492.0,7.683867400400397,0.0
2025-09-09 14:00:00,MC853,2,2,0,2,1,480.0,0,0.0,278.5,0.0,0.0,0.0,0,0.0,0.0,278.5
2025-09-09 14:00:00,MC855,2,2,0,0,0,27.7,0,93.758017578125,180.0,263.2337175,19.48333333333333,27.05,3,12587.0,3085.0339391099174,180.0
2025-09-09 14:00:00,MC856,2,2,0,0,0,52.35,0,88.559189453125,170.0,214.72069938990475,20.416666666666668,12.533333333333331,3,13668.0,2376.9363871318487,217.5
2025-09-09 14:00:00,MC857,2,2,0,1,1,76.11666666666666,0,84.14236328125,0.0,248.44903125,0.0,26.116666666666667,3,14671.0,2613.136080577043,0.0
2025-09-09 14:00:00,MC858,2,2,0,0,0,58.7,0,84.698857421875,161.0,235.836757109375,1.815555555555556,47.46666666666667,2,13487.0,2496.8879831918744,158.0
2025-09-09 14:00:00,MC859,2,2,0,0,0,20.116666666666667,0,91.785048828125,164.0,157.26437191598654,2.305,19.75,2,12552.0,1804.3147569304103,324.0
2025-09-09 14:00:00,MC860,2,2,0,0,0,10.283333333333331,0,96.487626953125,282.0,160.67638523221137,34.583333333333336,10.083333333333334,2,12552.0,1937.9103898359772,385.5
2025-09-09 14:00:00,MC861,2,2,0,0,0,48.61666666666667,0,86.366533203125,272.0,140.63080075143455,1.3575000000000002,38.81666666666667,2,12545.0,1518.2243403321966,282.0
2025-09-09 14:00:00,MC862,2,2,0,0,0,15.433333333333334,0,93.49404296875,285.0,184.3203590572536,1.251111111111111,9.633333333333333,2,13545.0,2154.106946245633,259.5
2025-09-09 14:00:00,MC863,2,2,0,1,1,81.43333333333334,0,81.955263671875,246.0,167.15887001902578,31.416666666666668,11.333333333333334,2,13536.0,1712.443658462662,183.0
2025-09-09 14:00:00,MC864,2,2,0,1,1,80.13333333333334,0,80.5564697265625,245.0,190.03608808077087,1.1352777777777776,4.783333333333333,2,13541.0,1913.57954708197,200.0
2025-09-09 14:00:00,MC865,2,2,0,1,1,63.8,0,80.4653369140625,188.0,166.85466648706915,2.6972222222222224,53.016666666666666,1,13536.0,1678.2521193451155,179.5
2025-09-09 14:00:00,MC866,2,2,0,1,1,153.61666666666667,0,64.5967041015625,504.0,272.190259375,43.3,6.483333333333333,3,14936.0,2197.8242055537853,368.5
2025-09-09 14:00:00,MC867,2,2,0,1,1,142.71666666666667,0,66.4026611328125,340.0,217.58980851562487,1.0627777777777778,45.36666666666667,3,14459.0,1806.0677901283573,330.5
2025-09-09 14:00:00,MC868,2,2,0,2,1,480.0,0,0.0,316.0,0.0,0.0,0.0,0,0.0,0.0,316.0
2025-09-09 14:00:00,MC869,2,2,0,1,1,221.3333333333333,0,50.8172265625,321.0,192.4179922114492,56.85,23.883333333333333,3,13437.0,1222.268588131608,319.0
2025-09-09 14:00:00,MC871,2,2,0,0,0,54.4,0,86.09533203125,578.0,173.42222066537977,29.33333333333333,9.583333333333334,2,16326.0,1866.3554587499807,456.0
2025-09-09 14:00:00,MC872,2,2,0,0,0,38.48333333333333,0,89.499111328125,323.0,174.60328955445527,54.05,8.983333333333333,3,14459.0,1953.3549062898044,371.0
2025-09-09 14:00:00,MC873,2,2,0,1,1,68.08333333333333,0,82.89822265625,320.0,201.6965705640316,54.21666666666667,44.55,2,16058.0,2090.035901982806,353.0
2025-09-09 14:00:00,MC874,2,2,0,1,1,128.45,0,68.6987353515625,426.0,151.8838961915016,1.102777777777778,43.833333333333336,2,16983.0,1304.2789485969995,351.5
2025-09-09 14:00:00,MC875,2,2,0,1,1,350.43333333333334,0,26.12927734375,320.0,41.396941023847454,21.383333333333333,0.0,0,16066.0,135.20901915133908,303.5
2025-09-09 14:00:00,MC877,2,2,0,2,1,480.0,0,0.0,248.0,0.0,0.0,0.0,0,17287.0,0.0,248.0
2025-09-09 14:00:00,MC878,2,2,0,1,1,114.66666666666669,0,75.2738916015625,267.0,162.93031956064584,20.98333333333333,3.9166666666666665,2,17223.0,1533.049901674308,264.0
2025-09-09 14:00:00,MC879,2,2,0,1,1,61.88333333333333,0,84.4073046875,398.0,197.50318801632164,46.03333333333333,4.4,2,16382.0,2083.8389709861062,415.5
2025-09-09 14:00:00,MC880,2,2,0,2,1,480.0,0,0.0,204.0,0.0,0.0,0.0,0,0.0,0.0,171.0
2025-09-09 14:00:00,MC881,2,2,0,2,1,480.0,0,0.0,0.0,0.0,0.0,0.0,0,16342.0,0.0,0.0
2025-09-09 14:00:00,MC882,2,2,0,2,1,480.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2025-09-09 22:00:00,MC851,3,2,0,2,1,480.0,0,0.0,112.5,0.0,0.0,0.0,0,0.0,0.0,83.25
2025-09-09 22:00:00,MC852,3,2,0,0,0,43.91666666666666,0,90.84115600585938,0.0,185.151140625,0.0,34.95,3,13492.0,2104.610258616863,0.0
2025-09-09 22:00:00,MC853,3,2,0,2,1,480.0,0,0.0,278.5,0.0,0.0,0.0,0,0.0,0.0,278.5
2025-09-09 22:00:00,MC855,3,2,0,0,0,40.63333333333333,0,90.710908203125,215.0,254.89231888782976,25.883333333333333,34.9,3,12587.0,2890.18921751842,197.5
